,track_id,frame_id,label,X,Y,Z,img_name,x,y,r,vol_real,vol_rep,xrep,yrep,error,x1cm,y1cm,d2val1,d2val2
143,71,1,baya,-1.11479,-3.20126,35.3819,VID_20220324_172826_F-1.png,885,456,34.3519,1.38901,1.39218,885.114,456.648,0.65761,842.992,469.668,,
144,72,0,baya,0.787579,1.04431,36.5876,VID_20220324_172826_F10.png,1021,585,28.6252,-2.62589e+25,-2.75339e+25,1020.96,584.557,0.444645,997.387,555.38,,
145,72,1,baya,0.787579,1.04431,36.5876,VID_20220324_172826_F-1.png,1005,621,31.0876,-2.68964e+25,-2.81714e+25,1005.04,621.358,0.360125,960.983,629.931,,
0,0,0,keypoint,-3.56487,-10.8519,33.2007,VID_20220324_161817_F10.png,836,108,0.0,0.0,0.0,836.325,109.362,1.40058,849.79,147.623,,
1,0,1,keypoint,-3.56487,-10.8519,33.2007,VID_20220324_161817_F-1.png,676,110,0.0,0.0,0.0,676.902,112.686,2.83362,636.426,130.324,,
2,1,0,keypoint,-3.7674,-9.07818,34.1842,VID_20220324_161817_F10.png,832,190,0.0,0.0,0.0,832.264,191.312,1.33777,848.325,227.438,,
3,1,1,keypoint,-3.7674,-9.07818,34.1842,VID_20220324_161817_F-1.png,715,192,0.0,0.0,0.0,715.605,193.443,1.5651,675.339,208.818,,
4,2,0,keypoint,-1.86321,-9.08728,34.6083,VID_20220324_161817_F10.png,913,194,0.0,0.0,0.0,913.01,195.311,1.31074,921.323,233.158,,
5,2,1,keypoint,-1.86321,-9.08728,34.6083,VID_20220324_161817_F-1.png,779,175,0.0,0.0,0.0,779.423,176.531,1.58869,737.587,191.928,,
6,3,0,keypoint,-1.64744,-10.9014,33.6591,VID_20220324_161817_F10.png,920,112,0.0,0.0,0.0,920.018,113.345,1.34548,926.377,152.623,,
7,3,1,keypoint,-1.64744,-10.9014,33.6591,VID_20220324_161817_F-1.png,742,88,0.0,0.0,0.0,742.668,90.8474,2.92467,700.542,108.542,,
8,4,0,keypoint,-13.8108,5.19462,25.1782,VID_20220324_161817_F10.png,187,829,0.0,0.0,0.0,204.424,822.25,18.6861,257.673,803.555,,
9,4,1,keypoint,-13.8108,5.19462,25.1782,VID_20220324_161817_F-1.png,193,809,0.0,0.0,0.0,208.669,804.177,16.3947,166.699,802.741,,
10,5,0,keypoint,-13.8045,7.18084,25.2252,VID_20220324_161817_F10.png,180,940,0.0,0.0,0.0,206.244,927.018,29.2793,256.62,902.557,,
11,5,1,keypoint,-13.8045,7.18084,25.2252,VID_20220324_161817_F-1.png,199,890,0.0,0.0,0.0,218.164,881.068,21.1437,176.547,876.341,,
12,6,0,keypoint,-12.3035,7.42349,25.9355,VID_20220324_161817_F10.png,301,935,0.0,0.0,0.0,310.61,929.103,11.275,357.898,902.469,,
13,6,1,keypoint,-12.3035,7.42349,25.9355,VID_20220324_161817_F-1.png,260,898,0.0,0.0,0.0,271.755,892.0,13.1977,229.406,887.289,,
14,7,0,keypoint,-12.1987,5.38415,25.8577,VID_20220324_161817_F10.png,309,828,0.0,0.0,0.0,314.37,824.802,6.24999,365.049,803.922,,
15,7,1,keypoint,-12.1987,5.38415,25.8577,VID_20220324_161817_F-1.png,253,815,0.0,0.0,0.0,262.148,812.389,9.51386,219.323,810.9,,
16,8,0,keypoint,-11.0137,5.38381,26.8269,VID_20220324_161817_F10.png,400,816,0.0,0.0,0.0,402.059,814.727,2.42051,450.028,792.838,,
